PWSID,System Name,County,Regulating Agency,Water Quality Risk Level_Display,Accessability Risk Level_Display,Affordability Risk Level_Display,TMF Capacity Risk Level_Display,POPULATION ,SAFER STATUS,Distinct count of PWSID,Funding Since 2017
CA0707608,MARINA MOBILE MANOR,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,No Risk,High Risk,No Risk,Low Risk,75,Not At-Risk,1,$0 
CA0707613,WILLOW MOBILE HOME PARK,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,No Risk,High Risk,No Risk,Low Risk,350,Not At-Risk,1,$0 
CA0707615,DOUBLETREE RANCH WATER SYSTEM,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,High Risk,Low Risk,No Risk,No Risk,49,Not At-Risk,1,$0 
CA0707620,CANYON SCHOOL,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,Medium Risk,High Risk,No Risk,No Risk,200,At-Risk,1,$0 
CA0707623,WILCOX STATION RANCH,CONTRA COSTA,LPA37 - CONTRA COSTA COUNTY,No Risk,High Risk,No Risk,Low Risk,90,Potentially At-Risk,1,$0 
CA0710001,CITY OF ANTIOCH,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"113,061",Not Assessed,1,"$55,000,000 "
CA0710002,GOLDEN STATE WATER COMPANY - BAY POINT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,No Risk,No Risk,No Risk,No Risk,"22,295",Not At-Risk,1,$0 
CA0710003,CONTRA COSTA WATER DISTRICT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"198,000",Not Assessed,1,$0 
CA0710004,BRENTWOOD,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,No Risk,No Risk,Low Risk,No Risk,"65,118",Not At-Risk,1,$0 
CA0710006,CITY OF MARTINEZ,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,No Risk,Medium Risk,Low Risk,No Risk,"35,375",Not At-Risk,1,$0 
CA0710007,DIABLO WATER DISTRICT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,No Risk,No Risk,Low Risk,Low Risk,"40,144",Not At-Risk,1,"$171,075 "
CA0710008,CITY OF PITTSBURG,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Low Risk,No Risk,Low Risk,No Risk,"62,500",Not At-Risk,1,$0 
CA0710009,TOWN OF DISCOVERY BAY,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Low Risk,Low Risk,Low Risk,No Risk,"16,790",Not At-Risk,1,$0 
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,1,Not Assessed,1,$0 
CA0710011,CCWD/BRENTWOOD WTP,CONTRA COSTA,DISTRICT 04 - SAN FRANCISCO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,1,Not Assessed,1,$0 
CA0800526,REDWOOD PARK C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,Low Risk,High Risk,No Risk,200,Not At-Risk,1,$0 
CA0800532,BIG ROCK C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,400,Not At-Risk,1,"$1,112,781 "
CA0800548,KLAMATH C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,Low Risk,Low Risk,100,Not At-Risk,1,$0 
CA0800552,NORTHCREST TRAILER CITY,DEL NORTE,DISTRICT 01 - KLAMATH,Medium Risk,Low Risk,No Risk,Low Risk,250,Potentially At-Risk,1,$0 
CA0800555,GASQUET C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,Low Risk,No Risk,775,Not At-Risk,1,$0 
CA0800556,HRC C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,150,Not At-Risk,1,$0 
CA0800557,HUNTER VALLEY CSD,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,96,Not At-Risk,1,$0 
CA0800603,BUTTE COURT MOBILE HOME PARK,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,67,Not At-Risk,1,$0 
CA0800605,WEST PARK PROPERTIES,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,112,Not At-Risk,1,$0 
CA0800647,REDWOOD MAINT. & OPER.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,No Risk,421,Not At-Risk,1,$0 
CA0800649,MARGARET KEATING MAIN. & OPER.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,135,Not At-Risk,1,$0 
CA0800700,LAS PALMAS MOBILE HOME PARK,DEL NORTE,DISTRICT 01 - KLAMATH,Medium Risk,Low Risk,No Risk,Medium Risk,120,Potentially At-Risk,1,$0 
CA0800800,PINE GROVE TRAILER PARK,DEL NORTE,DISTRICT 01 - KLAMATH,Medium Risk,High Risk,No Risk,Low Risk,100,At-Risk,1,$0 
CA0800825,JED SMITH HOMEOWNERS ASSN.,DEL NORTE,DISTRICT 01 - KLAMATH,Low Risk,Low Risk,No Risk,No Risk,58,Failing,1,$0 
CA0800861,RESERVATION RANCH,DEL NORTE,DISTRICT 01 - KLAMATH,Medium Risk,High Risk,No Risk,Low Risk,50,At-Risk,1,$0 
CA0810001,CITY OF CRESCENT CITY,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,High Risk,No Risk,Low Risk,"14,000",Not At-Risk,1,$0 
CA0810002,SMITH RIVER C.S.D.,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,Low Risk,No Risk,Low Risk,"2,568",Not At-Risk,1,$0 
CA0810003,BERTSCH OCEAN VIEW CSD,DEL NORTE,DISTRICT 01 - KLAMATH,No Risk,Medium Risk,No Risk,No Risk,"1,600",Not At-Risk,1,$0 
CA0900102,GOLD BEACH PARK,EL DORADO,LPA39 - EL DORADO COUNTY,High Risk,High Risk,No Risk,No Risk,100,At-Risk,1,$0 
CA0900111,PIONEER  ELEMENTARY SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,Low Risk,No Risk,No Risk,250,Not At-Risk,1,$0 
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,Low Risk,No Risk,Low Risk,32,Not At-Risk,1,$0 
CA0900210,MILLERS HILL SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,Low Risk,Low Risk,No Risk,No Risk,120,Not At-Risk,1,$0 
CA0900300,KYBURZ MUTUAL WATER COMPANY,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,High Risk,150,Potentially At-Risk,1,$0 
CA0900304,SILVERFORK SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,No Risk,25,Not At-Risk,1,$0 
CA0900308,QUINTETTE SERVICE CORP WATER,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,Low Risk,79,Not At-Risk,1,$0 
CA0900309,MOUNTAIN CREEK SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,High Risk,Low Risk,No Risk,No Risk,125,Potentially At-Risk,1,$0 
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,Low Risk,75,Potentially At-Risk,1,$0 
CA0900410,LATROBE ELEMENTARY SCHOOL,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,No Risk,65,Not At-Risk,1,$0 
CA0900422,CRYSTAL CAVES MHP,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,High Risk,No Risk,Low Risk,112,Not At-Risk,1,$0 
CA0901217,BEAR STATE WATER WORKS,EL DORADO,LPA39 - EL DORADO COUNTY,No Risk,Low Risk,No Risk,Low Risk,100,Not At-Risk,1,$0 
CA0910001,EL DORADO ID - MAIN,EL DORADO,DISTRICT 09 - SACRAMENTO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"129,007",Not Assessed,1,$0 
CA0910002,SOUTH TAHOE PUD - MAIN,EL DORADO,DISTRICT 09 - SACRAMENTO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"121,124",Not Assessed,1,"$14,500,000 "
CA0910003,"PLACERVILLE, CITY OF - MAIN",EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,Low Risk,No Risk,"10,762",Not At-Risk,1,$0 
CA0910006,GRIZZLY FLATS COMMUNITY SERVIC,EL DORADO,DISTRICT 09 - SACRAMENTO,Low Risk,High Risk,Low Risk,Low Risk,"1,300",Potentially At-Risk,1,$0 
CA0910007,LUKINS BROTHERS WATER COMPANY,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,Low Risk,Low Risk,"3,200",Not At-Risk,1,"$2,139,600 "
CA0910012,TAHOE CITY PUD - RUBICON,EL DORADO,DISTRICT 02 - LASSEN,No Risk,Low Risk,No Risk,No Risk,703,Not At-Risk,1,$0 
CA0910013,GEORGETOWN DIVIDE PUD,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,Low Risk,Low Risk,No Risk,"9,112",Not At-Risk,1,"$1,726,046 "
CA0910015,TAHOE KEYS WATER COMPANY,EL DORADO,DISTRICT 09 - SACRAMENTO,High Risk,No Risk,No Risk,Low Risk,"1,420",Potentially At-Risk,1,$0 
CA0910017,EL DORADO ID - STRAWBERRY,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,High Risk,No Risk,No Risk,400,Not At-Risk,1,$0 
CA0910018,EL DORADO ID - OUTINGDALE,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,High Risk,No Risk,No Risk,538,At-Risk,1,$0 
CA0910019,LAKESIDE PARK ASSOCIATION,EL DORADO,DISTRICT 09 - SACRAMENTO,No Risk,No Risk,Medium Risk,Low Risk,"1,554",Not At-Risk,1,$0 
CA1000004,BELMONT WATER CORPORATION,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,Low Risk,No Risk,264,Failing,1,$0 
CA1000005,BIG CREEK COMMUNITY SERV DIST,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,No Risk,72,Not At-Risk,1,$0 
CA1000018,EASTON ESTATES WATER COMPANY,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,Medium Risk,No Risk,No Risk,302,Potentially At-Risk,1,$0 
CA1000019,FCSA #30/EL PORVENIR,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,High Risk,High Risk,241,Failing,1,$0 
CA1000021,FCSA #05/WILDWOOD ISLAND,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Medium Risk,417,Not At-Risk,1,$0 
CA1000023,FCSA #14/BELMONT MANOR,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,115,Failing,1,$0 
CA1000039,FCSA #10/CUMORAH KNOLLS,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Medium Risk,132,Not At-Risk,1,$0 
CA1000040,FCWWD #37/MILE HIGH,FRESNO,DISTRICT 23 - FRESNO,High Risk,Low Risk,Low Risk,Low Risk,128,At-Risk,1,$0 
CA1000041,FCWWD #38/SKY HARBOUR,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,High Risk,Low Risk,165,At-Risk,1,$0 
CA1000042,FCWWD #40 / SHAVER SPRINGS,FRESNO,DISTRICT 23 - FRESNO,High Risk,Medium Risk,Low Risk,Low Risk,193,Failing,1,$0 
CA1000053,LANARE COMMUNITY SERVICES DIST,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,High Risk,No Risk,660,Potentially At-Risk,1,$0 
CA1000054,LAS DELTAS MUTUAL WATER SYSTEM,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,High Risk,Medium Risk,375,Failing,1,$0 
CA1000056,MEADOW LAKES CLUB,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,No Risk,240,Not At-Risk,1,$0 
CA1000057,DEL ORO WATER CO - METROPOLITAN DISTRICT,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,High Risk,No Risk,96,Failing,1,$0 
CA1000063,NEW AUBERRY WATER ASSOCIATION,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,No Risk,120,Not At-Risk,1,"$2,789,400 "
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,No Risk,No Risk,345,Not At-Risk,1,$0 
CA1000075,TRACT 1199 WATER SYSTEM,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Not Assessed,High Risk,25,At-Risk,1,$0 
CA1000078,FCWWD #42/ALLUVIAL & FANCHER,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,No Risk,No Risk,291,Not At-Risk,1,$0 
CA1000104,CENTERVILLE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,375,Not At-Risk,1,$0 
CA1000105,MADISON ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,900,Not At-Risk,1,$0 
CA1000111,PINE RIDGE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,100,At-Risk,1,$0 
CA1000180,ALTA ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,384,Failing,1,$0 
CA1000181,ALVINA SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,240,At-Risk,1,$0 
CA1000182,BURREL UNION ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,No Risk,178,Potentially At-Risk,1,$0 
CA1000184,DUNLAP K-8 SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,No Risk,408,Not At-Risk,1,$0 
CA1000185,GREAT WESTERN ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,411,Not At-Risk,1,$0 
CA1000186,HELM SCHOOL,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Low Risk,146,At-Risk,1,$0 
CA1000187,INDIANOLA SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,511,Failing,1,$0 
CA1000189,LATON HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,No Risk,No Risk,210,Not At-Risk,1,$0 
CA1000190,LONE STAR SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,436,Potentially At-Risk,1,$0 
CA1000192,MONROE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,200,Not At-Risk,1,$0 
CA1000193,NAVELENCIA SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,330,Not At-Risk,1,$0 
CA1000194,PACIFIC UNION ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,490,Not At-Risk,1,$0 
CA1000196,RIVERVIEW SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,469,Failing,1,$0 
CA1000198,TERRY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,236,Not At-Risk,1,$0 
CA1000199,FOWLER CARE CENTER,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,46,At-Risk,1,$0 
CA1000200,RUBYS VALLEY CARE HOME,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,75,At-Risk,1,$0 
CA1000201,SUN EMPIRE SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,780,Potentially At-Risk,1,$0 
CA1000204,AMERICAN UNION SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,250,Failing,1,$0 
CA1000206,HOUGHTON-KEARNEY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,310,Failing,1,$0 
CA1000208,ROOSEVELT ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,370,Not At-Risk,1,$0 
CA1000213,HARRIS FARMS/HORSE BARN,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Low Risk,100,Potentially At-Risk,1,$0 
CA1000217,CENTRAL HIGH SCHOOL WEST,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,No Risk,"1,127",At-Risk,1,$0 
CA1000221,EASTON AUTHORITY JPA,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,No Risk,No Risk,"1,000",Not At-Risk,1,$0 
CA1000229,GREEN ACRES MOBILE HOME ESTATE,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,350,Potentially At-Risk,1,$0 
CA1000238,CAMDEN TRAILER PARK,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,High Risk,75,At-Risk,1,$0 
CA1000244,SHADY LAKES MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,160,Potentially At-Risk,1,$0 
CA1000247,SHERWOOD FOREST MHP,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,High Risk,75,At-Risk,1,$0 
CA1000257,MT ARARAT MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,No Risk,Low Risk,43,Not At-Risk,1,$0 
CA1000259,NEW HORIZONS MOBILE/RV PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,82,Potentially At-Risk,1,$0 
CA1000260,SANDY CREEK VILLAGE MHP,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,Low Risk,88,Not At-Risk,1,$0 
CA1000265,MARY LOU MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,Low Risk,60,Not At-Risk,1,$0 
CA1000267,KINGS CANYON MOBILE HOME PARK,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,Low Risk,120,Not At-Risk,1,$0 
CA1000277,ELM COURT,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,High Risk,64,At-Risk,1,$0 
CA1000280,SIERRA HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,690,Not At-Risk,1,$0 
CA1000295,KINGS PARK APARTMENTS,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,High Risk,120,Failing,1,$0 
CA1000298,WOODWARD BLUFFS MHP,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,300,Potentially At-Risk,1,$0 
CA1000299,THREE PALMS MOBILEHOME PARK,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,High Risk,300,Failing,1,$0 
CA1000315,CLAY JOINT ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,No Risk,275,Potentially At-Risk,1,$0 
CA1000316,KINGS CANYON HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,120,Failing,1,$0 
CA1000324,MANNING GARDENS CARE CENTER INC,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,176,Potentially At-Risk,1,$0 
CA1000345,PANOCHE WATER DISTRICT,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Medium Risk,146,Failing,1,$0 
CA1000359,FCSA #32/CANTUA CREEK,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,High Risk,Medium Risk,476,Failing,1,$0 
CA1000366,SUNNYSIDE CONVALESCENT HOSP,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,High Risk,275,At-Risk,1,$0 
CA1000367,SELMA HIGH SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,Low Risk,No Risk,No Risk,"2,225",Not At-Risk,1,$0 
CA1000369,ZONNEVELD DAIRY - CEDAR,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Medium Risk,70,At-Risk,1,$0 
CA1000377,ST NICHOLAS RANCH & RETREAT,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,No Risk,High Risk,183,Failing,1,$0 
CA1000378,SUNSET WEST COMMUNITY LLC,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,350,Not At-Risk,1,$0 
CA1000405,PIEDRA PARK ASSOCIATION,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,25,Potentially At-Risk,1,$0 
CA1000407,GEORGE COX WATER SYSTEM,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,No Risk,Low Risk,40,Not At-Risk,1,$0 
CA1000416,EASTON PRESBYTERIAN CHURCH,FRESNO,DISTRICT 23 - FRESNO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,450,Failing,1,$0 
CA1000426,RIVERBEND MOBILE HOME & RV PARK,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,400,Not At-Risk,1,$0 
CA1000430,DYCORA TRANSITIONAL LIVING,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,High Risk,125,At-Risk,1,$0 
CA1000445,LINDA VISTA FARMS,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,63,At-Risk,1,$0 
CA1000471,FCSA #39 A&B,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,High Risk,Medium Risk,395,At-Risk,1,$0 
CA1000472,PG&E HELMS SUPPORT FACILITY,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,40,At-Risk,1,$0 
CA1000476,FOOTHILL ELEMENTARY SCHOOL,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,900,Not At-Risk,1,$0 
CA1000484,FCSA #34/ MILLERTON NEW TOWN,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Low Risk,Low Risk,No Risk,"1,100",Failing,1,$0 
CA1000546,FCSA #49/ FIVE POINTS,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,High Risk,High Risk,445,Failing,1,$0 
CA1000550,FCSA #44D/MONTE VERDI,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,Low Risk,Low Risk,344,Not At-Risk,1,$0 
CA1000551,FCSA #43/RAISIN CITY,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,High Risk,Medium Risk,190,At-Risk,1,$0 
CA1000554,FCSA #10A/MANSIONETTE ESTATES,FRESNO,DISTRICT 23 - FRESNO,High Risk,Medium Risk,No Risk,No Risk,81,Failing,1,$0 
CA1000555,FCSA #44C/RIVERVIEW ESTATES,FRESNO,DISTRICT 23 - FRESNO,No Risk,Medium Risk,No Risk,Low Risk,34,Not At-Risk,1,$0 
CA1000570,JUVENILE JUSTICE CAMPUS,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,Medium Risk,No Risk,Low Risk,400,Potentially At-Risk,1,$0 
CA1000577,DUNLAP LEADERSHIP ACADEMY,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,No Risk,78,Failing,1,"$1,991,776 "
CA1000583,SEQUOIA BIBLE FELLOWSHIP,FRESNO,DISTRICT 23 - FRESNO,Not Assessed,Not Assessed,Not Assessed,Not Assessed,118,Not Assessed,1,$0 
CA1000585,MURRIETA/HERNANDEZ FARMS,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,Not Assessed,High Risk,25,At-Risk,1,$0 
CA1000627,ZONNEVELD DAIRY - CERINI,FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Low Risk,48,At-Risk,1,$0 
CA1009020,FIVE POINTS RANCH,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Medium Risk,100,Potentially At-Risk,1,$0 
CA1009023,BRITZ/COLUSA,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,85,Not At-Risk,1,$0 
CA1009027,HARRIS FARMS HEADQUARTERS,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,300,Not At-Risk,1,$0 
CA1009028,HARRIS FARMS SOUTH #101-144,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,160,Potentially At-Risk,1,$0 
CA1009039,PAPPAS & CO (MENDOTA),FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Low Risk,25,Failing,1,$0 
CA1009051,"CANTUA CREEK VINEYARDS, IV, LLC.",FRESNO,DISTRICT 23 - FRESNO,High Risk,High Risk,No Risk,Medium Risk,50,Failing,1,$0 
CA1009078,HARRIS FEEDING COMPANY,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Low Risk,225,Potentially At-Risk,1,$0 
CA1009111,SCE/BIG CREEK POWERHOUSE #1,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,126,Potentially At-Risk,1,$0 
CA1009120,RAU DAIRY,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,High Risk,No Risk,Low Risk,105,At-Risk,1,$0 
CA1009147,FARMING D,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Medium Risk,110,Failing,1,$0 
CA1009179,BRITZ/FIVE POINT SYSTEM,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,76,Not At-Risk,1,$0 
CA1009214,WESTSIDE HARVESTING,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,No Risk,Medium Risk,75,Potentially At-Risk,1,$0 
CA1009222,TERRA LINDA FARMS,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Medium Risk,40,Potentially At-Risk,1,$0 
CA1009232,SUMNER PECK RANCH,FRESNO,DISTRICT 23 - FRESNO,No Risk,High Risk,No Risk,Low Risk,85,Not At-Risk,1,$0 
CA1010001,BAKMAN WATER COMPANY,FRESNO,DISTRICT 12 - VISALIA,Medium Risk,Low Risk,Low Risk,Low Risk,"16,756",At-Risk,1,$0 
CA1010003,CITY OF CLOVIS,FRESNO,DISTRICT 12 - VISALIA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,"120,891",Not Assessed,1,$0 
CA1010004,COALINGA-CITY,FRESNO,DISTRICT 23 - FRESNO,Low Risk,High Risk,Medium Risk,Low Risk,"17,199",Potentially At-Risk,1,$0 
CA1010005,FIREBAUGH CITY,FRESNO,DISTRICT 23 - FRESNO,Medium Risk,Medium Risk,Low Risk,Low Risk,"7,619",At-Risk,1,$0 
CA1010006,CITY OF FOWLER,FRESNO,DISTRICT 23 - FRESNO,Low Risk,Medium Risk,Medium Risk,Low Risk,"6,600",Failing,1,$0 
