PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,Region 9,California,Community water system,250,,Sonoma,5,9,5
CA1910159,TRACT 180 MUTUAL WATER CO.,Region 9,California,Community water system,"14,000",,Los Angeles,8,4,15
CA1200729,ORLEANS C.S.D.,Region 9,California,Community water system,636,,Humboldt,3,30,15
CA1010035,DEL REY COMMUNITY SERV DIST,Region 9,California,Community water system,"1,500",,Fresno,8,10,6
CA1900055,BLUE SKIES TRAILOR PARK,Region 9,California,Community water system,40,,Los Angeles,7,0,13
CA1500393,RAINBIRD VALLEY MUTUAL WATER COMPANY,Region 9,California,Community water system,238,,Kern,5,64,10
CA4700513,HORNBROOK C.S.D.,Region 9,California,Community water system,280,,Siskiyou,10,35,19
CA1910045,ANTELOPE VALLEY EAST KERN WATER AGENCY,Region 9,California,Community water system,0,,Los Angeles,35,1,24
CA1510053,ANTELOPE VALLEY E KERN WTR AGY-ROSAMOND,Region 9,California,Community water system,0,,Kern,5,2,14
CA1610004,"CORCORAN, CITY OF",Region 9,California,Community water system,"21,835",CORCORAN,Kings,22,10,20
CA5200546,ANTELOPE-HOMEWOOD MHP,Region 9,California,Community water system,140,,Tehama,5,9,2
CA5400816,BEDEL MUTUAL WATER CO,Region 9,California,Community water system,155,,Tulare,4,11,10
CA3900586,B&G MOBILE HOME PARK LLC WS,Region 9,California,Community water system,50,,San Joaquin,2,12,45
CA1910018,BELLFLOWER MUNICIPAL WATER SYSTEM,Region 9,California,Community water system,"5,967",,Los Angeles,30,3,24
CA2300731,"CITY OF 10,000 BUDDHAS",Region 9,California,Community water system,200,UKIAH,Mendocino,5,13,6
CA2000511,MD 85 VALETA,Region 9,California,Community water system,45,,Madera,16,12,11
CA2710016,LITTLE BEAR WATER COMPANY,Region 9,California,Community water system,"2,327",,Monterey,6,10,9
CA4910011,"SEBASTOPOL, CITY OF",Region 9,California,Community water system,"7,786",SEBASTOPOL,Sonoma,16,11,13
CA0410001,CITY OF BIGGS,Region 9,California,Community water system,"1,805",BIGGS,Butte,10,9,22
CA2801020,ESPINOZA WATER SYSTEM,Region 9,California,Community water system,30,,Napa,5,31,17
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"5,189",,Stanislaus,11,18,21
CA5410801,PORTERVILLE DEVELOPMENTAL CENTER,Region 9,California,Community water system,"1,327",,Tulare,11,11,12
CA5410800,CAL FIRE - MOUNTAIN HOME CNSRVTN CAMP,Region 9,California,Community water system,93,,Tulare,3,2,5
CA3610008,BIG BEAR CITY CSD,Region 9,California,Community water system,"12,537",BIG BEAR CITY,San Bernardino,30,1,10
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,Region 9,California,Community water system,89,,Shasta,5,6,13
CA3600152,LOMA LINDA UNIVERSITY,Region 9,California,Community water system,"8,500",,San Bernardino,5,4,43
CA3600071,CHAMISAL MWC,Region 9,California,Community water system,63,,San Bernardino,3,6,46
CA4300551,HAPPY ACRES MWC,Region 9,California,Community water system,220,,Santa Clara,4,15,7
CA5110007,SUTTER COMMUNITY S.D.,Region 9,California,Community water system,"2,904",,Sutter,6,8,46
CA2010001,CHOWCHILLA CITY WATER DEPT,Region 9,California,Community water system,"13,374",CHOWCHILLA,Madera,28,10,11
CA2700731,Z RANCH MWC,Region 9,California,Community water system,62,,Monterey,10,37,14
CA3601045,BEAR VALLEY MHP,Region 9,California,Community water system,150,,San Bernardino,4,2,49
CA3301512,PINYON PINES COUNTY WATER DIST,Region 9,California,Community water system,160,,Riverside,5,12,11
CA3301863,OLIVET UNIVERSITY,Region 9,California,Community water system,195,,Riverside,10,10,12
CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,Region 9,California,Community water system,181,,Sonoma,6,12,4
CA1510012,LAMONT PUBLIC UTILITY DIST,Region 9,California,Community water system,"19,057",,Kern,29,48,16
CA1500543,AGAPE MUTUAL WATER SYSTEM,Region 9,California,Community water system,60,,Kern,2,6,5
CA3600070,CENTER WATER CO,Region 9,California,Community water system,662,,San Bernardino,5,3,41
CA2000551,MD 07 MARINA VIEW HEIGHTS,Region 9,California,Community water system,200,,Madera,43,77,11
CA2000865,MD 58 SIERRA HIGHLANDS,Region 9,California,Community water system,75,,Madera,19,8,11
CA2000849,MD 60 DILLON ESTATES,Region 9,California,Community water system,150,,Madera,22,10,8
CA2000552,MD 24 TEAFORD MEADOW LAKES,Region 9,California,Community water system,150,,Madera,23,36,8
CA2000851,MD 40 SUNSET RIDGE ESTATES,Region 9,California,Community water system,150,,Madera,19,3,7
CA2000690,MD 73 QUARTZ MOUNTAIN,Region 9,California,Community water system,375,,Madera,24,3,8
CA2000757,MD 63 MEADOW SPRINGS RANCH,Region 9,California,Community water system,300,,Madera,21,2,6
CA2000561,MD 08 NORTH FORK WATER SYSTEM,Region 9,California,Community water system,264,,Madera,20,44,10
CA2000737,MD 42 STILL MEADOW,Region 9,California,Community water system,100,,Madera,20,74,9
CA2000557,MD 43 MIAMI CREEK KNOLLS,Region 9,California,Community water system,100,,Madera,27,5,8
CA2000293,MD 46 AHWAHNEE RESORTS,Region 9,California,Community water system,300,,Madera,29,50,11
CA1700518,LOCH LOMOND MUTUAL WATER CO,Region 9,California,Community water system,588,,Lake,8,14,8
CA1710012,COBB AREA COUNTY WATER DISTRICT,Region 9,California,Community water system,"3,308",,Lake,41,5,14
CA3200155,FRCCSD HOT SPRINGS,Region 9,California,Community water system,25,,Plumas,3,35,7
CA3200078,FRCCSD OLD MILL RANCH,Region 9,California,Community water system,32,,Plumas,10,26,5
CA4700686,SUN MOUNTAIN M.W.C.,Region 9,California,Community water system,55,,Siskiyou,5,7,8
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,Region 9,California,Community water system,264,,Shasta,4,32,8
CA3900907,BEL AIR MOBILE ESTATE,Region 9,California,Community water system,150,,San Joaquin,4,11,51
CA1710004,"LAKEPORT, CITY OF",Region 9,California,Community water system,"4,762",LAKEPORT,Lake,8,5,11
CA4900799,EL PORTAL MOBILE ESTATES,Region 9,California,Community water system,200,,Sonoma,9,23,5
CA3610017,HAVASU WC,Region 9,California,Community water system,361,,San Bernardino,3,19,8
CA4110017,MENLO PARK MUNICIPAL WATER,Region 9,California,Community water system,"14,348",MENLO PARK,San Mateo,2,1,14
CA1910244,GREEN VALLEY CWD,Region 9,California,Community water system,"1,190",,Los Angeles,19,2,16
CA4710003,"FORT JONES, TOWN OF",Region 9,California,Community water system,675,,Siskiyou,5,13,14
CA4400755,MONTEREY BAY ACADEMY,Region 9,California,Community water system,400,,Santa Cruz,13,8,11
CA5403023,DELFT COLONY WATER,Region 9,California,Community water system,454,,Tulare,5,11,11
CA2410003,CITY OF GUSTINE,Region 9,California,Community water system,"5,855",GUSTINE,Merced,19,7,12
CA5000316,HAKAM MISSON,Region 9,California,Community water system,45,,Stanislaus,3,9,4
CA3310080,LAKE HEMET MWD-CAMP GROUND,Region 9,California,Community water system,600,,Riverside,4,1,6
CA4500082,MIDWAY MOBILEHOME PARK,Region 9,California,Community water system,50,,Shasta,7,6,13
CA4400618,RIDGE MUTUAL WATER COMPANY,Region 9,California,Community water system,240,,Santa Cruz,5,7,9
CA4400558,SAN ANDREAS MUTUAL WATER CO,Region 9,California,Community water system,350,,Santa Cruz,5,4,8
CA1500591,SWEET WATER CO-OP,Region 9,California,Community water system,47,,Kern,2,12,5
CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,Region 9,California,Community water system,26,,Kern,2,16,6
CA4110013,CITY OF DALY CITY,Region 9,California,Community water system,"106,280",DALY CITY,San Mateo,44,4,24
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,Region 9,California,Community water system,100,,San Diego,2,10,12
CA1500344,SOUTH KERN MUTUAL WATER COMPANY,Region 9,California,Community water system,32,,Kern,3,20,6
CA3500836,BETABEL RV RESORT,Region 9,California,Community water system,49,,San Benito,2,5,8
CA3010041,CITY OF SEAL BEACH,Region 9,California,Community water system,"24,204",SEAL BEACH,Orange,19,2,15
CA2210002,PONDEROSA BASIN MUTUAL WTR CO,Region 9,California,Community water system,798,,Mariposa,17,14,9
CA3400296,SAC CITY MOBILE HOME COMMUNITY LP,Region 9,California,Community water system,350,,Sacramento,4,5,25
CA3400137,LINCOLN CHAN-HOME RANCH,Region 9,California,Community water system,33,,Sacramento,3,10,21
CA3400103,B & W RESORT MARINA,Region 9,California,Community water system,100,,Sacramento,3,14,35
CA4400598,"PURESOURCE WATER, INC",Region 9,California,Community water system,200,,Santa Cruz,8,16,115
CA3310044,RUBIDOUX COMMUNITY SD,Region 9,California,Community water system,"36,827",,Riverside,31,54,14
CA3400150,DELTA CROSSING MHP,Region 9,California,Community water system,30,,Sacramento,2,7,25
CA1510045,GOLDEN HILLS CSD,Region 9,California,Community water system,"9,640",,Kern,46,5,16
CA1910161,LIBERTY UTILITIES - LYNWOOD,Region 9,California,Community water system,"24,171",,Los Angeles,22,0,38
CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,Region 9,California,Community water system,"72,964",,Los Angeles,49,0,48
CA1910241,LIBERTY UTILITIES - MESA CREST,Region 9,California,Community water system,"2,336",,Los Angeles,2,0,17
CA1910021,LIBERTY UTILITIES - COMPTON,Region 9,California,Community water system,"23,802",,Los Angeles,22,4,21
CA4000815,LAS VENTANAS RANCH,Region 9,California,Community water system,108,,San Luis Obispo,5,0,4
CA4000805,CALLENDER GROVE MUTUAL WATER,Region 9,California,Community water system,30,,San Luis Obispo,5,0,7
CA5500080,TWAIN HARTE VALLEY MWC,Region 9,California,Community water system,202,,Tuolumne,4,26,12
CA5000060,CASA DE AMIGOS MOBILE HOME PARK,Region 9,California,Community water system,220,,Stanislaus,3,9,18
CA1310001,"BRAWLEY, CITY OF",Region 9,California,Community water system,"27,337",BRAWLEY,Imperial,4,7,31
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,Region 9,California,Community water system,97,,Shasta,2,2,8
CA5410024,RICHGROVE COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"1,617",,Tulare,9,51,8
CA4910012,"SONOMA, CITY OF",Region 9,California,Community water system,"11,923",SONOMA,Sonoma,19,8,10
CA3900661,MAPACHE TRAILER PARK,Region 9,California,Community water system,275,,San Joaquin,2,13,78
CA3900964,SAHARA MOBILE COURT,Region 9,California,Community water system,300,,San Joaquin,2,11,46
CA3900568,CARIBOU MOBILE PARK PWS,Region 9,California,Community water system,180,,San Joaquin,3,7,43
CA3900596,VILLA CEREZOS,Region 9,California,Community water system,200,,San Joaquin,3,15,49
CA0610004,CITY OF WILLIAMS,Region 9,California,Community water system,"5,255",WILLIAMS,Colusa,13,3,31
CA4010008,PISMO BEACH WATER DEPARTMENT,Region 9,California,Community water system,"8,180",,San Luis Obispo,15,1,21
CA5304102,TRINITY VILLAGE MUTUAL WATER,Region 9,California,Community water system,301,,Trinity,6,7,18
CA3510004,AROMAS WATER DISTRICT,Region 9,California,Community water system,"2,988",,San Benito,12,4,13
CA1900636,EL RANCHO MOBILE HOME PARK,Region 9,California,Community water system,215,,Los Angeles,10,1,11
CA4710007,"MONTAGUE, CITY OF",Region 9,California,Community water system,"1,495",MONTAGUE,Siskiyou,8,8,16
CA5602130,SOLANO VERDE MUTUAL WATER CO,Region 9,California,Community water system,100,,Ventura,6,6,9
CA2000573,THE VILLAGE,Region 9,California,Community water system,40,,Madera,23,7,10
CA3301011,STONE CREEK WATER CO.,Region 9,California,Community water system,134,,Riverside,3,29,12
CA3610012,"CHINO, CITY OF",Region 9,California,Community water system,"78,463",CHINO,San Bernardino,38,5,10
CA1910156,"BEVERLY HILLS-CITY, WATER DEPT.",Region 9,California,Community water system,"45,007",BEVERLY HILLS,Los Angeles,38,59,19
CA1000005,BIG CREEK COMMUNITY SERV DIST,Region 9,California,Community water system,72,,Fresno,5,45,16
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,Region 9,California,Community water system,60,,Nevada,8,16,13
CA1510703,CHINA LAKE NAVAL AIR WEAPONS STATION,Region 9,California,Community water system,"5,000",,Kern,42,14,14
CA0410004,CITY OF GRIDLEY,Region 9,California,Community water system,"7,246",GRIDLEY,Butte,16,4,36
CA1500584,GOOSELAKE WATER COMPANY,Region 9,California,Community water system,90,,Kern,4,17,6
CA3400335,HOLIDAY MOBILE VILLAGE,Region 9,California,Community water system,200,,Sacramento,3,9,27
CA4200560,SISQUOC,Region 9,California,Community water system,133,,Santa Barbara,6,6,9
CA3700041,BARRETT LAKE MH AND RV LLC,Region 9,California,Community water system,150,,San Diego,6,30,19
CA1610003,"HANFORD, CITY OF",Region 9,California,Community water system,"17,626",HANFORD,Kings,63,113,15
CA3110008,CITY OF ROSEVILLE,Region 9,California,Community water system,"131,057",ROSEVILLE,Placer,34,2,105
CA1000056,MEADOW LAKES CLUB,Region 9,California,Community water system,240,,Fresno,10,12,11
CA4400660,RANCHO SAN ANDREAS,Region 9,California,Community water system,200,,Santa Cruz,7,9,57
CA4400611,JARVIS MUTUAL WATER SYSTEM,Region 9,California,Community water system,125,,Santa Cruz,2,19,83
CA4400613,LAS COLINAS ROAD & WATER ASSN,Region 9,California,Community water system,70,,Santa Cruz,3,36,71
CA2910006,NEVADA ID - LOMA RICA,Region 9,California,Community water system,"14,004",,Nevada,9,0,22
CA2910014,NEVADA ID - LAKE OF PINES,Region 9,California,Community water system,"6,932",,Nevada,5,0,19
CA2910023,NEVADA ID - LAKE WILDWOOD,Region 9,California,Community water system,"9,133",,Nevada,5,0,19
CA3110026,NEVADA ID - NORTH AUBURN,Region 9,California,Community water system,"6,719",,Placer,6,0,63
CA5200657,NORCAL WATER WORKS,Region 9,California,Community water system,45,,Tehama,4,3,3
CA3301717,VALLEY VIEW TRAILER PARK,Region 9,California,Community water system,135,,Riverside,3,20,15
CA0300016,VOLCANO COMMUNITY SERVICE DIST,Region 9,California,Community water system,160,,Amador,8,8,13
CA5400647,YOKOHL MUTUAL WATER CO,Region 9,California,Community water system,95,,Tulare,6,5,9
CA5800823,COUNTRY AIR MOBILE HOME PARK,Region 9,California,Community water system,100,,Yuba,4,7,5
CA2300646,BELLA SHORES MOBILE HOME PARK,Region 9,California,Community water system,80,,Mendocino,3,5,6
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,Region 9,California,Community water system,617,,Tulare,6,33,9
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),Region 9,California,Community water system,"1,000",,Sonoma,6,2,6
CA4910022,CANON MANOR WATER SYSTEM,Region 9,California,Community water system,795,,Sonoma,5,1,6
CA4910003,PENNGROVE WATER COMPANY (PUC),Region 9,California,Community water system,"1,712",,Sonoma,3,4,3
CA2702148,ASOLEADO MWC,Region 9,California,Community water system,101,,Monterey,9,21,18
CA2300743,DOLPHIN ISLE MARINA,Region 9,California,Community water system,560,,Mendocino,3,6,6
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,Region 9,California,Community water system,43,,Santa Clara,7,3,4
CA5403110,SIERRA MUTUAL WATER CO,Region 9,California,Community water system,43,,Tulare,20,52,6
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,Region 9,California,Community water system,67,,Tulare,3,9,9
CA2701800,TULARCITOS MWC,Region 9,California,Community water system,129,,Monterey,7,20,12
CA4300522,LAKE CANYON MUTUAL WATER COMPANY,Region 9,California,Community water system,156,,Santa Clara,5,48,12
CA4900605,MARK WEST ACRES MWC,Region 9,California,Community water system,61,,Sonoma,2,16,3
CA3610117,DEVORE WC,Region 9,California,Community water system,"1,633",,San Bernardino,29,7,7
CA2300514,ELK COUNTY WATER DISTRICT,Region 9,California,Community water system,380,,Mendocino,7,6,9
CA5810005,NEVADA ID - SMARTSVILLE,Region 9,California,Community water system,122,,Yuba,5,2,9
CA2910004,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",Region 9,California,Community water system,"17,233",,Nevada,8,0,22
CA1910066,LEISURE LAKE MOBILE ESTATES,Region 9,California,Community water system,325,,Los Angeles,8,11,7
CA0300024,TABEAU MOBILE HOME PARK,Region 9,California,Community water system,25,,Amador,4,9,26
CA3010053,CITY OF HUNTINGTON BEACH,Region 9,California,Community water system,"201,000",HUNTINGTON BEACH,Orange,45,2,26
CA5410007,LSID - TONYVILLE,Region 9,California,Community water system,500,,Tulare,12,92,6
CA5410036,LSID-STRATHMORE SYSTEM,Region 9,California,Community water system,500,,Tulare,2,7,11
CA2702140,WOODSIDE WA,Region 9,California,Community water system,73,,Monterey,8,12,16
CA2700536,CORRAL DE TIERRA ESTATES WC,Region 9,California,Community water system,45,,Monterey,5,48,15
CA3600222,JUNIPER RIVIERA CWD,Region 9,California,Community water system,441,,San Bernardino,6,11,9
CA0110011,CITY OF LIVERMORE,Region 9,California,Community water system,"30,000",LIVERMORE,Alameda,4,1,18
CA3110019,SQUAW VALLEY MWC,Region 9,California,Community water system,500,,Placer,9,7,9
CA5610056,VINEYARD AVE ESTATES MWC,Region 9,California,Community water system,"1,200",,Ventura,6,3,10
CA3910003,"ESCALON, CITY OF",Region 9,California,Community water system,"7,478",ESCALON,San Joaquin,25,17,21
CA1000426,RIVERBEND MOBILE HOME & RV PARK,Region 9,California,Community water system,400,,Fresno,7,35,10
CA3410006,CITRUS HEIGHTS WATER DISTRICT,Region 9,California,Community water system,"65,911",,Sacramento,22,2,29
CA3310026,NUEVO WATER COMPANY,Region 9,California,Community water system,"7,033",,Riverside,18,9,8
CA5410010,"PORTERVILLE, CITY OF",Region 9,California,Community water system,"65,702",PORTERVILLE,Tulare,103,2,15
CA5410048,PORTERVILLE-JONES CORNER,Region 9,California,Community water system,339,,Tulare,5,0,4
CA3301937,MESQUITE MUTUAL WATER CO.,Region 9,California,Community water system,42,,Riverside,2,55,16
CA3301803,CASTRO TRAILER PARK,Region 9,California,Community water system,180,,Riverside,2,18,14
CA3301682,TRAILS END MUTUAL WATER COMPANY,Region 9,California,Community water system,52,,Riverside,2,31,10
CA3600172,MP MINE OPERATIONS LLC,Region 9,California,Community water system,172,,San Bernardino,12,5,52
CA3600372,PALMS RIVER RESORT,Region 9,California,Community water system,127,,San Bernardino,3,7,39
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,Region 9,California,Community water system,446,,Sonoma,3,7,3
CA4901445,JAMES COURT WATER SYSTEM,Region 9,California,Community water system,205,,Sonoma,6,1,1
CA2701906,LAKE SAN ANTONIO PARK WS,Region 9,California,Community water system,54,,Monterey,4,5,3
CA2700669,ORCHARD LN WS #02,Region 9,California,Community water system,32,,Monterey,3,8,12
CA1800511,LAKE FOREST MUTUAL W.C.,Region 9,California,Community water system,565,,Lassen,3,12,15
